file,total_points,time_rate,integrity_rate,speed_rate,angle_rate
1_14_55_2025-06-10-14-56-26.191786.csv,207,0.01932367149758454,0.0,0.0,0.0
1_15_45_2025-06-10-15-46-17.359472.csv,135,0.0,0.05185185185185185,0.0,0.0
1_15_50_2025-06-10-15-51-15.459097.csv,57,0.0,0.21052631578947367,0.0,0.0
1_16_15_2025-06-10-16-16-17.488680.csv,135,0.02962962962962963,0.0,0.007407407407407408,0.007407407407407408
1_16_55_2025-06-10-16-56-08.138056.csv,164,0.03048780487804878,0.042682926829268296,0.0,0.0
1_17_30_2025-06-10-17-31-08.619240.csv,124,0.0,0.04838709677419355,0.0,0.0
1_18_40_2025-06-10-18-42-32.044490.csv,132,0.022727272727272728,0.03787878787878788,0.007575757575757576,0.007575757575757576
1_20_40_2025-06-10-20-41-19.669766.csv,53,0.0,0.09433962264150944,0.0,0.0
1_23_35_2025-06-10-23-36-37.885489.csv,99,0.10101010101010101,0.020202020202020204,0.0,0.0
1_23_55_2025-06-10-23-56-26.294375.csv,28,0.0,0.10714285714285714,0.0,0.0
2_04_35_2025-06-11-04-36-17.806170.csv,325,0.003076923076923077,0.0,0.003076923076923077,0.0
2_06_00_2025-06-11-06-02-10.448688.csv,123,0.032520325203252036,0.016260162601626018,0.0,0.0
2_06_20_2025-06-11-06-22-58.954145.csv,176,0.017045454545454544,0.03409090909090909,0.005681818181818182,0.0
2_07_30_2025-06-11-07-31-10.193793.csv,123,0.008130081300813009,0.07317073170731707,0.0,0.0
2_07_40_2025-06-11-07-42-46.007949.csv,107,0.06542056074766354,0.14018691588785046,0.0,0.0
2_07_45_2025-06-11-07-47-30.227505.csv,102,0.06862745098039216,0.0392156862745098,0.0,0.0
2_10_35_2025-06-11-10-36-25.388708.csv,72,0.013888888888888888,0.041666666666666664,0.0,0.0
2_15_15_2025-06-11-15-17-08.862495.csv,94,0.0,0.09574468085106383,0.0,0.0
2_16_05_2025-06-11-16-06-52.250823.csv,59,0.0,0.01694915254237288,0.0,0.0
2_16_15_2025-06-11-16-17-35.867641.csv,323,0.0030959752321981426,0.01238390092879257,0.0,0.0
2_17_15_2025-06-11-17-16-10.828747.csv,56,0.0,0.16071428571428573,0.0,0.0
2_17_25_2025-06-11-17-27-52.599713.csv,67,0.029850746268656716,0.07462686567164178,0.0,0.0
2_17_55_2025-06-11-17-56-15.427365.csv,136,0.007352941176470588,0.058823529411764705,0.0,0.0
2_22_00_2025-06-11-22-01-10.093031.csv,199,0.0,0.04020100502512563,0.0,0.0
2_22_45_2025-06-11-22-46-21.289404.csv,174,0.0,0.005747126436781609,0.0,0.0
3_05_40_2025-06-12-05-41-10.235344.csv,212,0.02830188679245283,0.009433962264150943,0.0047169811320754715,0.0
3_09_25_2025-06-12-09-27-07.013449.csv,228,0.013157894736842105,0.0,0.0043859649122807015,0.0
3_11_00_2025-06-12-11-01-38.639937.csv,295,0.003389830508474576,0.013559322033898305,0.003389830508474576,0.0
3_11_55_2025-06-12-11-56-17.431403.csv,87,0.0,0.0,0.0,0.0
3_13_45_2025-06-12-13-46-28.116047.csv,183,0.0,0.060109289617486336,0.0,0.00546448087431694
3_15_15_2025-06-12-15-16-49.604886.csv,187,0.0481283422459893,0.12834224598930483,0.0,0.0
3_17_05_2025-06-05-17-07-50.584002.csv,199,0.06532663316582915,0.04522613065326633,0.005025125628140704,0.005025125628140704
3_18_15_2025-06-05-18-16-34.657296.csv,99,0.020202020202020204,0.050505050505050504,0.0,0.010101010101010102
3_18_35_2025-06-05-18-36-13.722297.csv,93,0.053763440860215055,0.021505376344086023,0.0,0.0
3_19_20_2025-06-05-19-21-52.409977.csv,177,0.011299435028248588,0.005649717514124294,0.0,0.011299435028248588
3_19_40_2025-06-05-19-41-53.340626.csv,64,0.015625,0.140625,0.0,0.0
3_21_10_2025-06-05-21-11-08.063490.csv,72,0.013888888888888888,0.125,0.0,0.0
4_00_00_2025-06-06-00-01-58.713185.csv,108,0.0,0.037037037037037035,0.0,0.009259259259259259
4_06_25_2025-06-06-06-26-02.654643.csv,126,0.0,0.023809523809523808,0.0,0.0
4_10_00_2025-06-06-10-02-02.391521.csv,153,0.026143790849673203,0.0392156862745098,0.0,0.006535947712418301
4_10_45_2025-06-06-10-46-03.970588.csv,84,0.0,0.10714285714285714,0.0,0.0
4_14_15_2025-06-06-14-16-23.556776.csv,72,0.027777777777777776,0.06944444444444445,0.0,0.0
4_15_35_2025-06-06-15-36-21.454897.csv,43,0.023255813953488372,0.16279069767441862,0.0,0.0
4_17_05_2025-06-06-17-07-35.933252.csv,172,0.023255813953488372,0.10465116279069768,0.0,0.0
4_21_10_2025-06-06-21-11-13.194483.csv,94,0.010638297872340425,0.0425531914893617,0.0,0.0
4_21_15_2025-06-06-21-16-10.964723.csv,199,0.005025125628140704,0.04020100502512563,0.0,0.0
4_21_50_2025-06-06-21-51-26.582970.csv,183,0.0,0.03825136612021858,0.01092896174863388,0.00546448087431694
5_04_50_2025-06-07-04-51-31.828995.csv,320,0.003125,0.009375,0.003125,0.0
5_06_30_2025-06-07-06-31-18.735091.csv,333,0.003003003003003003,0.02702702702702703,0.003003003003003003,0.0
5_08_00_2025-06-07-08-01-52.696050.csv,281,0.0071174377224199285,0.0035587188612099642,0.0035587188612099642,0.0
5_08_00_2025-06-07-08-03-05.081065.csv,317,0.01892744479495268,0.00946372239747634,0.0,0.0
5_08_25_2025-06-07-08-27-26.358383.csv,124,0.0,0.0967741935483871,0.0,0.0
5_09_10_2025-06-07-09-11-57.917576.csv,320,0.009375,0.009375,0.003125,0.0
5_09_25_2025-06-07-09-26-03.793643.csv,125,0.024,0.088,0.0,0.0
5_18_35_2025-06-07-18-37-53.320749.csv,91,0.01098901098901099,0.054945054945054944,0.0,0.0
6_02_15_2025-06-08-02-16-04.500051.csv,75,0.0,0.0,0.0,0.0
6_06_10_2025-06-08-06-12-03.515831.csv,293,0.0034129692832764505,0.013651877133105802,0.0034129692832764505,0.0
6_07_55_2025-06-08-07-56-04.696810.csv,311,0.006430868167202572,0.00964630225080386,0.0,0.0
6_08_15_2025-06-08-08-17-54.132577.csv,76,0.02631578947368421,0.05263157894736842,0.0,0.0
6_08_20_2025-06-08-08-22-37.913468.csv,93,0.010752688172043012,0.043010752688172046,0.0,0.0
6_08_30_2025-06-08-08-32-40.298799.csv,125,0.032,0.016,0.0,0.0
6_11_25_2025-06-08-11-27-24.860584.csv,255,0.0,0.00392156862745098,0.0,0.0
6_13_20_2025-06-08-13-21-06.179644.csv,161,0.08074534161490683,0.0,0.0,0.0
6_14_15_2025-06-08-14-16-39.365804.csv,281,0.010676156583629894,0.0035587188612099642,0.0035587188612099642,0.0
6_14_20_2025-06-08-14-21-04.977474.csv,161,0.062111801242236024,0.0,0.006211180124223602,0.0
6_15_15_2025-06-08-15-17-04.448601.csv,29,0.034482758620689655,0.034482758620689655,0.0,0.0
6_15_20_2025-06-08-15-21-22.938252.csv,289,0.0034602076124567475,0.006920415224913495,0.0034602076124567475,0.0
6_15_50_2025-06-08-15-51-27.107002.csv,274,0.0036496350364963502,0.0036496350364963502,0.0036496350364963502,0.0
6_16_15_2025-06-08-16-16-13.382747.csv,116,0.04310344827586207,0.09482758620689655,0.0,0.0
6_16_30_2025-06-08-16-31-34.590784.csv,143,0.02097902097902098,0.04895104895104895,0.0,0.0
6_16_45_2025-06-08-16-46-20.356756.csv,183,0.01092896174863388,0.060109289617486336,0.0,0.0
6_17_50_2025-06-08-17-52-57.416055.csv,168,0.07142857142857142,0.05357142857142857,0.0,0.0
6_18_15_2025-06-08-18-17-11.172133.csv,134,0.007462686567164179,0.007462686567164179,0.0,0.0
6_20_45_2025-06-08-20-47-01.541482.csv,112,0.03571428571428571,0.017857142857142856,0.017857142857142856,0.008928571428571428
